episode_id,t,s_indoor,s_outdoor,s_tod,s_occ,s_price,action,reward,s2_indoor,s2_outdoor,s2_tod,s2_occ,s2_price,done
1,78,17.367664,11.019749,18.5,10.0,0.89932007,2,-4.704198837280273,17.744308,11.056518,18.75,7.0,0.94850725,0
1,79,17.744308,11.056518,18.75,7.0,0.94850725,2,-4.475313186645508,17.973728,10.997025,19.0,6.0,0.94904125,0
1,80,17.973728,10.997025,19.0,6.0,0.94904125,1,-3.4888527393341064,17.643908,10.870937,19.25,8.0,0.8276039,0
1,81,17.643908,10.870937,19.25,8.0,0.8276039,2,-4.531924247741699,17.828354,10.933501,19.5,11.0,0.86027807,0
1,82,17.828354,10.933501,19.5,11.0,0.86027807,0,-3.705819606781006,17.696556,10.987425,19.75,13.0,0.8412524,0
1,83,17.696556,10.987425,19.75,13.0,0.8412524,2,-4.3557257652282715,17.977325,11.091242,20.0,14.0,0.8330511,0
1,84,17.977325,11.091242,20.0,14.0,0.8330511,1,-3.5194594860076904,17.61438,11.166422,20.25,11.0,0.83839375,0
1,85,17.61438,11.166422,20.25,11.0,0.83839375,1,-3.766388416290283,17.363632,11.027856,20.5,10.0,0.80020547,0
1,86,17.363632,11.027856,20.5,10.0,0.80020547,2,-4.606328964233398,17.69615,11.085299,20.75,8.0,0.80247885,0
1,87,17.69615,11.085299,20.75,8.0,0.80247885,0,-3.8602168560028076,17.517847,11.053995,21.0,9.0,0.760213,0
1,88,17.517847,11.053995,21.0,9.0,0.760213,0,-3.9463212490081787,17.437677,11.122858,21.25,7.0,0.7799952,0
1,89,17.437677,11.122858,21.25,7.0,0.7799952,2,-4.692049503326416,17.650162,11.093815,21.5,8.0,0.84221125,0
1,90,17.650162,11.093815,21.5,8.0,0.84221125,0,-3.850748300552368,17.543797,11.005876,21.75,4.0,0.8151492,0
1,91,17.543797,11.005876,21.75,4.0,0.8151492,2,-4.6609086990356445,17.717125,10.827248,22.0,6.0,0.8780337,0
1,92,17.717125,10.827248,22.0,6.0,0.8780337,2,-4.477341651916504,17.880669,10.640314,22.25,7.0,0.8580102,0
1,93,17.880669,10.640314,22.25,7.0,0.8580102,2,-4.191972732543945,18.131605,10.5234995,22.5,3.0,0.8235782,0
1,94,18.131605,10.5234995,22.5,3.0,0.8235782,2,-4.023021697998047,18.294237,10.614476,22.75,2.0,0.8172591,0
1,95,18.294237,10.614476,22.75,2.0,0.8172591,2,-3.9239661693573,18.374725,10.540403,23.0,4.0,0.7986916,1
2,0,22.113121,15.740384,23.0,74.0,0.58824646,0,-0.3417347252368927,21.816751,15.865472,23.25,74.0,0.63911575,0
2,1,21.816751,15.865472,23.25,74.0,0.63911575,2,-1.1347432732582092,21.556225,15.804539,23.5,70.0,0.6347433,0
2,2,21.556225,15.804539,23.5,70.0,0.6347433,0,-0.34017305374145507,21.338427,15.847723,23.75,65.0,0.6339102,0
2,3,21.338427,15.847723,23.75,65.0,0.6339102,0,-0.362490838766098,21.147581,15.761646,0.0,63.0,0.7083028,0
2,4,21.147581,15.761646,0.0,63.0,0.7083028,1,-0.24255795776844025,20.875095,15.884993,0.25,58.0,0.6765332,0
